time,vout,iout
9.41E-09,3.35E-23,-6.69E-25
9.43E-09,3.34E-23,-6.68E-25
9.45E-09,3.33E-23,-6.67E-25
9.47E-09,3.33E-23,-6.65E-25
9.49E-09,3.32E-23,-6.64E-25
9.51E-09,3.32E-23,-6.63E-25
9.53E-09,3.31E-23,-6.62E-25
9.55E-09,3.30E-23,-6.61E-25
9.57E-09,3.30E-23,-6.60E-25
9.59E-09,3.29E-23,-6.58E-25
9.61E-09,3.29E-23,-6.57E-25
9.63E-09,3.28E-23,-6.56E-25
9.65E-09,3.27E-23,-6.55E-25
9.67E-09,3.27E-23,-6.54E-25
9.69E-09,3.26E-23,-6.53E-25
9.71E-09,3.26E-23,-6.52E-25
9.73E-09,3.25E-23,-6.50E-25
9.75E-09,3.25E-23,-6.49E-25
9.77E-09,3.24E-23,-6.48E-25
9.79E-09,3.24E-23,-6.47E-25
9.81E-09,3.23E-23,-6.46E-25
9.83E-09,3.23E-23,-6.45E-25
9.85E-09,3.22E-23,-6.44E-25
9.87E-09,3.21E-23,-6.43E-25
9.89E-09,3.21E-23,-6.42E-25
9.91E-09,3.20E-23,-6.41E-25
9.93E-09,3.20E-23,-6.40E-25
9.95E-09,3.19E-23,-6.39E-25
9.97E-09,3.19E-23,-6.38E-25
9.99E-09,3.18E-23,-6.37E-25
1.00E-08,3.18E-23,-6.36E-25
